concept_id,concept_name,domain_id,concept_class_id,vocabulary_id,concept_code,source_vocabulary_id,source_code,source_code_description,source_frequency,source_frequency_validated,mapping_status,equivalence
36716435,Management of central venous catheter,Procedure,Procedure,SNOMED,722440006,AUMC Procedure Order,20711,Citraatslot verversen,95,95,APPROVED,EQUAL
4076765,Collection of stool specimen,Procedure,Procedure,SNOMED,225105004,AUMC Procedure Order,12781,Ontlasting afnemen,22,22,APPROVED,EQUAL
4021321,Pressure injury assessment,Procedure,Procedure,SNOMED,225393005,AUMC Procedure Order,9439,Decubitusstadium bepalen,28,28,APPROVED,EQUAL
40486624,Non-invasive positive pressure ventilation,Procedure,Procedure,SNOMED,447837008,AUMC Procedure Order,12785,CPAP geven,6937,6937,APPROVED,EQUAL
4224054,Fecal collector,Device,Physical Object,SNOMED,339133003,AUMC Procedure Order,9299,Faecescollecterzak verschonen,27,27,APPROVED,EQUAL
44806445,Cytopathology test,Procedure,Procedure,SNOMED,792081000000105,AUMC Procedure Order,9603,Cytologie bepalen,5,5,APPROVED,EQUAL
4254899,Dietary regime management,Procedure,Procedure,SNOMED,410175003,AUMC Procedure Order,9440,Eten bestellen keuken,56,56,APPROVED,EQUAL
4305790,Positron emission tomography,Procedure,Procedure,SNOMED,82918005,AUMC Procedure Order,12799,PET scan,22,22,APPROVED,EQUAL
4014829,Consultation,Procedure,Procedure,SNOMED,11429006,AUMC Procedure Order,9321,Consult Nefroloog,2,2,APPROVED,EQUAL
4142475,Intraaortic balloon pump maintenance,Procedure,Procedure,SNOMED,34475007,AUMC Procedure Order,9605,IABP flush,8442,8442,APPROVED,EQUAL
4262010,Tracheostomy care management,Procedure,Procedure,SNOMED,410213006,AUMC Procedure Order,20712,Vervangen binnencanule Portex Blue Line Ultra,31,31,APPROVED,EQUAL
40481977,Change of drainage collection device,Procedure,Procedure,SNOMED,445020001,AUMC Procedure Order,9300,Drainzakje(s) wond verschonen,367,367,APPROVED,EQUAL
45769370,Multidisciplinary review,Procedure,Procedure,SNOMED,708004003,AUMC Procedure Order,9606,MDO bespreking,290,290,APPROVED,EQUAL
4145643,Procedures relating to splintage and immobilization,Procedure,Procedure,SNOMED,266686005,AUMC Procedure Order,12802,Draaien  als boomstam,2223,2223,APPROVED,EQUAL
4075951,Intermittent urethral catheterization,Procedure,Procedure,SNOMED,225103006,AUMC Procedure Order,9442,Eénmalig catheteriseren,269,269,APPROVED,EQUAL
40489959,Assessment of airway device cuff pressure,Procedure,Procedure,SNOMED,448464001,AUMC Procedure Order,9324,Cuffdruk meten,34389,34389,APPROVED,EQUAL
4026989,Prevention of pressure injury,Procedure,Procedure,SNOMED,225996006,AUMC Procedure Order,12838,Hielbogen,37267,37267,APPROVED,INEXACT
4204138,Warming subject using infusion of warm intravenous fluid,Procedure,Procedure,SNOMED,433695001,AUMC Procedure Order,9613,Hotline gebruiken,10,10,APPROVED,EQUAL
4302745,Irrigation of urinary bladder,Procedure,Procedure,SNOMED,78533007,AUMC Procedure Order,9443,Blaas spoelen,1994,1994,APPROVED,EQUAL
4014829,Consultation,Procedure,Procedure,SNOMED,11429006,AUMC Procedure Order,9301,Consult Neuroloog,43,43,APPROVED,EQUAL
4026989,Prevention of pressure injury,Procedure,Procedure,SNOMED,225996006,AUMC Procedure Order,12839,Hielen vrijleggen,106055,106055,APPROVED,EQUAL
4262010,Tracheostomy care management,Procedure,Procedure,SNOMED,410213006,AUMC Procedure Order,20713,Verschonen tracheacanule fixatie-bandje,65,65,APPROVED,EQUIVALENT
4239191,Tracheobronchial suctioning,Procedure,Procedure,SNOMED,68187007,AUMC Procedure Order,9326,Bronchiaal toilet geven,1803,1803,APPROVED,EQUAL
4163872,Plain chest X-ray,Procedure,Procedure,SNOMED,399208008,AUMC Procedure Order,9444,X-Thorax 6.00u,28586,28586,APPROVED,EQUIVALENT
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC Procedure Order,10429,Kalibratie capnograaf,3667,3667,APPROVED,UNMATCHED
4145308,12 lead ECG,Procedure,Procedure,SNOMED,268400002,AUMC Procedure Order,9445,ECG 6.00u,35104,35104,APPROVED,EQUAL
4021176,Assessment of risk of pressure injury,Procedure,Procedure,SNOMED,225392000,AUMC Procedure Order,12896,Decubitus score,107911,107911,APPROVED,EQUAL
4250000,Urethral catheterization,Procedure,Procedure,SNOMED,410021007,AUMC Procedure Order,9329,Catheteriseren,615,615,APPROVED,EQUAL
4262005,Pulse taking assessment,Procedure,Procedure,SNOMED,410194008,AUMC Procedure Order,10431,IABP pulsaties,11001,11001,APPROVED,INEXACT
4196006,Placing subject in prone position,Procedure,Procedure,SNOMED,431182000,AUMC Procedure Order,20714,Wisselligging buikligging,121,121,APPROVED,EQUAL
4014829,Consultation,Procedure,Procedure,SNOMED,11429006,AUMC Procedure Order,9302,Consult Cardioloog,13,13,APPROVED,EQUAL
4337732,Deflation of tube cuff,Procedure,Procedure,SNOMED,232694008,AUMC Procedure Order,9330,Ontcuffen,573,573,APPROVED,EQUAL
4076776,Application of dressing to pressure injury,Procedure,Procedure,SNOMED,225144007,AUMC Procedure Order,12897,Dec. wondverzorging Achterhoofd,13,13,APPROVED,EQUAL
4218408,Collection of blood specimen for laboratory,Procedure,Procedure,SNOMED,82078001,AUMC Procedure Order,9446,Lab. dgs Standaard 6.00u,64720,64720,APPROVED,INEXACT
4300828,Wound care management,Procedure,Procedure,SNOMED,385942004,AUMC Procedure Order,9332,Wondverzorging,18481,18481,APPROVED,EQUAL
4014829,Consultation,Procedure,Procedure,SNOMED,11429006,AUMC Procedure Order,9303,Consult KNO-arts,63,63,APPROVED,EQUAL
4080799,Gastrointestinal decompression,Procedure,Procedure,SNOMED,182515004,AUMC Procedure Order,9511,Maagzuigdrainage geven,81,81,APPROVED,EQUAL
4138399,Arterial specimen collection for laboratory test,Procedure,Procedure,SNOMED,32564009,AUMC Procedure Order,9447,Bloedgas afn. 6.00u,4509,4509,APPROVED,EQUAL
4076776,Application of dressing to pressure injury,Procedure,Procedure,SNOMED,225144007,AUMC Procedure Order,12900,Dec. wondverzorging Anders,358,358,APPROVED,EQUAL
4336460,Bronchial suction,Procedure,Procedure,SNOMED,232705007,AUMC Procedure Order,9335,Balloneren (Bronchiaal toilet),1904,1904,APPROVED,EQUAL
4327195,Mobilization,Procedure,Procedure,SNOMED,74923002,AUMC Procedure Order,9512,Mobiliseren schema,4670,4670,APPROVED,EQUAL
4021321,Pressure injury assessment,Procedure,Procedure,SNOMED,225393005,AUMC Procedure Order,20717,Huid neus checken op decubitus bij NIV,21,21,APPROVED,EQUAL
4076776,Application of dressing to pressure injury,Procedure,Procedure,SNOMED,225144007,AUMC Procedure Order,12903,Dec. wondverzorging Elleboog Re,33,33,APPROVED,EQUAL
44791828,Checking prescription,Procedure,Procedure,SNOMED,299441000000105,AUMC Procedure Order,9449,Opdr.\\Proc. Stoppen,38539,38539,APPROVED,INEXACT
4014829,Consultation,Procedure,Procedure,SNOMED,11429006,AUMC Procedure Order,9304,Consult Algemeen Chirurg,56,56,APPROVED,EQUAL
4184987,Nasotracheal aspiration,Procedure,Procedure,SNOMED,41360004,AUMC Procedure Order,9515,Nasaal toilet geven,173,173,APPROVED,EQUAL
4076776,Application of dressing to pressure injury,Procedure,Procedure,SNOMED,225144007,AUMC Procedure Order,12904,Dec. wondverzorging Enkel Li,10,10,APPROVED,EQUAL
44791828,Checking prescription,Procedure,Procedure,SNOMED,299441000000105,AUMC Procedure Order,9450,Opdr.\\Proc Hervatten,1483,1483,APPROVED,EQUAL
4014829,Consultation,Procedure,Procedure,SNOMED,11429006,AUMC Procedure Order,9305,Consult Cardiochirurg,3,3,APPROVED,EQUAL
4155151,Oxygen administration by nasal cannula,Procedure,Procedure,SNOMED,371907003,AUMC Procedure Order,9516,Neusbril geven,80,80,APPROVED,EQUAL
4322976,Procedure,Procedure,Procedure,SNOMED,71388002,AUMC Procedure Order,9336,X-Opdracht nader te bepalen,24769,24769,APPROVED,EQUAL
4257959,Temperature taking assessment,Procedure,Procedure,SNOMED,410191000,AUMC Procedure Order,20747,CAD met temperatuur-sensor,15,15,APPROVED,EQUAL
4250000,Urethral catheterization,Procedure,Procedure,SNOMED,410021007,AUMC Procedure Order,20747,CAD met temperatuur-sensor,15,15,APPROVED,EQUAL
4083093,Taping of eyelid,Procedure,Procedure,SNOMED,241720001,AUMC Procedure Order,9517,Ogen afplakken,55,55,APPROVED,EQUAL
4076776,Application of dressing to pressure injury,Procedure,Procedure,SNOMED,225144007,AUMC Procedure Order,12905,Dec. wondverzorging Enkel Re,36,36,APPROVED,EQUAL
40480228,Removal of antithromboembolic stockings,Procedure,Procedure,SNOMED,444616008,AUMC Procedure Order,21080,TED kousen uit,144,144,APPROVED,EQUAL
44791828,Checking prescription,Procedure,Procedure,SNOMED,299441000000105,AUMC Procedure Order,9451,Opdr.\\Proc. Tijdelijk stoppen,2730,2730,APPROVED,EQUAL
4251737,Ventilator care management,Procedure,Procedure,SNOMED,410210009,AUMC Procedure Order,9275,Filter beademing verwisselen,16,16,APPROVED,EQUAL
2721071,Removal of sutures; by a physician other than the physician who originally closed the wound,Procedure,HCPCS,HCPCS,S0630,AUMC Procedure Order,9522,Hechtingen verwijderen,613,613,APPROVED,EQUAL
4285434,Nasogastric tube aspiration,Procedure,Procedure,SNOMED,6853008,AUMC Procedure Order,9337,Maagretentie bepalen,8826,8826,APPROVED,EQUAL
4076776,Application of dressing to pressure injury,Procedure,Procedure,SNOMED,225144007,AUMC Procedure Order,12906,Dec. wondverzorging Heup Li,29,29,APPROVED,EQUAL
44791813,Checking procedure,Procedure,Procedure,SNOMED,299311000000100,AUMC Procedure Order,21105,ECMO Time OUT (check),11,11,APPROVED,EQUAL
44791828,Checking prescription,Procedure,Procedure,SNOMED,299441000000105,AUMC Procedure Order,9452,Opdr.\\Proc. wijzigen,66407,66407,APPROVED,INEXACT
4301571,Mouth care management,Procedure,Procedure,SNOMED,385937007,AUMC Procedure Order,9338,Mondverzorging,3530,3530,APPROVED,EQUAL
4295189,Eye care assessment,Procedure,Procedure,SNOMED,385905006,AUMC Procedure Order,9339,Oogverzorging,389,389,APPROVED,EQUAL
4251737,Ventilator care management,Procedure,Procedure,SNOMED,410210009,AUMC Procedure Order,9276,Slangen beademingscircuit vervangen,3,3,APPROVED,INEXACT
4300828,Wound care management,Procedure,Procedure,SNOMED,385942004,AUMC Procedure Order,9525,Reinigen fixatuur externe,915,915,APPROVED,EQUAL
4218408,Collection of blood specimen for laboratory,Procedure,Procedure,SNOMED,82078001,AUMC Procedure Order,21108,ECMO - aPTT controle,10,10,APPROVED,EQUAL
4136762,Reminding about performing procedure,Procedure,Procedure,SNOMED,304513007,AUMC Procedure Order,12439,Attentie/Herinnering,4286,4286,APPROVED,EQUAL
4014829,Consultation,Procedure,Procedure,SNOMED,11429006,AUMC Procedure Order,9394,Pijnteam inschakelen,19,19,APPROVED,EQUAL
4314880,Nasoenteric tube irrigation,Procedure,Procedure,SNOMED,86717008,AUMC Procedure Order,9340,Duodenumsonde doorspuiten,1223,1223,APPROVED,EQUAL
4128873,Insertion of orogastric tube,Procedure,Procedure,SNOMED,235425002,AUMC Procedure Order,9526,Sonde oraal geven,39,39,APPROVED,EQUAL
4290236,Irrigation of nasal passages,Procedure,Procedure,SNOMED,69378000,AUMC Procedure Order,12473,Neus spoelen,14533,14533,APPROVED,EQUAL
4039895,Measurement of cardiac output,Procedure,Procedure,SNOMED,117610000,AUMC Procedure Order,21111,Kalibratie PiCCO,502,502,APPROVED,EQUAL
4295069,Tracheostomy care,Observation,Procedure,SNOMED,385858000,AUMC Procedure Order,9278,Sponsje kunstneus verschonen,73,73,APPROVED,EQUAL
4014829,Consultation,Procedure,Procedure,SNOMED,11429006,AUMC Procedure Order,9306,Consult Neurochirurg,49,49,APPROVED,EQUAL
4139219,Under care of hospital-based dietitian,Observation,Clinical Finding,SNOMED,305604009,AUMC Procedure Order,9395,Voedingsteam inschakelen,59,59,APPROVED,EQUAL
4322976,Procedure,Procedure,Procedure,SNOMED,71388002,AUMC Procedure Order,12474,Research generiek,13539,13539,APPROVED,INEXACT
4051472,Replacement of electronic heart device battery,Procedure,Procedure,SNOMED,232334003,AUMC Procedure Order,21179,Pacemaker batterij wisselen,14,14,APPROVED,EQUAL
2007983,Irrigation of other indwelling urinary catheter,Procedure,4-dig billing code,ICD9Proc,96.48,AUMC Procedure Order,9528,Supra Pubische catheter spoelen,198,198,APPROVED,EQUIVALENT
4178787,Procedure involving suprapubic catheter,Procedure,Procedure,SNOMED,429516009,AUMC Procedure Order,9528,Supra Pubische catheter spoelen,198,198,APPROVED,EQUIVALENT
4014829,Consultation,Procedure,Procedure,SNOMED,11429006,AUMC Procedure Order,9396,Consult Psycholoog,17,17,APPROVED,EQUAL
4262010,Tracheostomy care management,Procedure,Procedure,SNOMED,410213006,AUMC Procedure Order,12493,Binnencanule schoonmaken,15834,15834,APPROVED,INEXACT
4223103,Incontinence sheath,Device,Physical Object,SNOMED,337636000,AUMC Procedure Order,9530,Uritip geven,26,26,APPROVED,EQUAL
3655949,Placement of speaking valve on tracheostomy tube,Procedure,Procedure,SNOMED,870532007,AUMC Procedure Order,9279,Sponsje spreekcanule verschonen,739,739,APPROVED,EQUAL
4014829,Consultation,Procedure,Procedure,SNOMED,11429006,AUMC Procedure Order,9307,Consult Gastro-enteroloog,24,24,APPROVED,EQUAL
4021177,Assessment of fluid loss from wound,Procedure,Procedure,SNOMED,225394004,AUMC Procedure Order,21193,Controle nabloeden,66,66,APPROVED,INEXACT
4194653,Irrigation,Procedure,Procedure,SNOMED,67889009,AUMC Procedure Order,12537,Drain spoelen,3814,3814,APPROVED,EQUAL
4014829,Consultation,Procedure,Procedure,SNOMED,11429006,AUMC Procedure Order,9397,Ziekenhuishygiënist(e) inschakelen,1,1,APPROVED,EQUAL
40489959,Assessment of airway device cuff pressure,Procedure,Procedure,SNOMED,448464001,AUMC Procedure Order,9540,Cuffdruk meten 8.00 uur,23046,23046,APPROVED,EQUAL
4014829,Consultation,Procedure,Procedure,SNOMED,11429006,AUMC Procedure Order,9308,Consult Psychiater,84,84,APPROVED,EQUAL
4262010,Tracheostomy care management,Procedure,Procedure,SNOMED,410213006,AUMC Procedure Order,9280,Tracheacanule verzorgen,14738,14738,APPROVED,EQUAL
4218408,Collection of blood specimen for laboratory,Procedure,Procedure,SNOMED,82078001,AUMC Procedure Order,12631,Lithiumspiegel afnemen,30,30,APPROVED,EQUAL
4301936,Blood glucose management,Procedure,Procedure,SNOMED,418389000,AUMC Procedure Order,9547,Glucose afnemen,73418,73418,APPROVED,EQUAL
4237474,Parenteral feeding management,Procedure,Procedure,SNOMED,408914003,AUMC Procedure Order,12686,Nieuwe TPV,4047,4047,APPROVED,EQUAL
46271823,Management of stoma care,Procedure,Procedure,SNOMED,710078009,AUMC Procedure Order,9567,AP verzorging,270,270,APPROVED,EQUAL
4251737,Ventilator care management,Procedure,Procedure,SNOMED,410210009,AUMC Procedure Order,21228,"Wisselen  waterfles,maaghevelspuit ,vernevelse",1580,1580,APPROVED,EQUAL
4014829,Consultation,Procedure,Procedure,SNOMED,11429006,AUMC Procedure Order,9309,Consult Longarts,5,5,APPROVED,EQUAL
4014829,Consultation,Procedure,Procedure,SNOMED,11429006,AUMC Procedure Order,9398,Tolk (doventolk) inschakelen,4,4,APPROVED,EQUAL
4076785,Changing stoma appliance pouch,Procedure,Procedure,SNOMED,225180007,AUMC Procedure Order,9281,Stoma plak/zak verschonen,1560,1560,APPROVED,EQUAL
40480251,Removal of pressure bandage,Procedure,Procedure,SNOMED,444637000,AUMC Procedure Order,12688,Drukverband verwijderen,231,231,APPROVED,EQUAL
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC Procedure Order,9413,Resetten CVVH,7795,7795,APPROVED,UNMATCHED
4232412,Change of urinary catheter bag,Procedure,Procedure,SNOMED,439854006,AUMC Procedure Order,9282,Urimeter verschonen,1066,1066,APPROVED,EQUAL
4014829,Consultation,Procedure,Procedure,SNOMED,11429006,AUMC Procedure Order,9310,Consult Traumatoloog,40,40,APPROVED,EQUAL
45760039,Suction system tubing,Device,Physical Object,SNOMED,465577001,AUMC Procedure Order,13053,72 uurs Gesloten uitzuigsysteem verschonen,835,835,APPROVED,EQUAL
4074324,Flushing cannula,Procedure,Procedure,SNOMED,225063006,AUMC Procedure Order,12758,"Venflon doorspuiten NaCL0,9%",25121,25121,APPROVED,INEXACT
4068410,Remobilization,Procedure,Procedure,SNOMED,17539005,AUMC Procedure Order,21240,Nulmeting mobilisatie,924,924,APPROVED,EQUAL
4251737,Ventilator care management,Procedure,Procedure,SNOMED,410210009,AUMC Procedure Order,9423,Beademingsafspraken,4631,4631,APPROVED,EQUAL
4232412,Change of urinary catheter bag,Procedure,Procedure,SNOMED,439854006,AUMC Procedure Order,9285,Catheterzak verwisselen,20,20,APPROVED,EQUAL
4218408,Collection of blood specimen for laboratory,Procedure,Procedure,SNOMED,82078001,AUMC Procedure Order,13158,Schildklierfunctie,483,483,APPROVED,EQUAL
4068993,Irrigation of colon,Procedure,Procedure,SNOMED,174228003,AUMC Procedure Order,20071,Flexiseal spoelen,4010,4010,APPROVED,EQUAL
4163872,Plain chest X-ray,Procedure,Procedure,SNOMED,399208008,AUMC Procedure Order,13494,X-Thorax 8.00u,13554,13554,APPROVED,INEXACT
4014829,Consultation,Procedure,Procedure,SNOMED,11429006,AUMC Procedure Order,9311,Consult Vaatchirurg,3,3,APPROVED,EQUAL
4259233,Ventilator care assessment,Procedure,Procedure,SNOMED,410208007,AUMC Procedure Order,12760,VAP-scoreformulier invullen,13127,13127,APPROVED,INEXACT
4154551,Activities of daily living management,Procedure,Procedure,SNOMED,370885003,AUMC Procedure Order,9427,ADL schema opstellen,84,84,APPROVED,EQUAL
37396812,Arterial catheter care management,Procedure,Procedure,SNOMED,716754001,AUMC Procedure Order,9286,Arterielijn verschonen,48,48,APPROVED,EQUAL
4084191,Use of aids for daily life,Procedure,Procedure,SNOMED,183364001,AUMC Procedure Order,9428,ADL hulpmiddelen aanbieden,212,212,APPROVED,EQUAL
37208880,Assessment using SNAQ (Simplified Nutritional Appetite Questionnaire),Measurement,Procedure,SNOMED,1109981000000107,AUMC Procedure Order,20157,SNAQ score bepalen,161,161,APPROVED,EQUAL
4021322,Wound assessment,Procedure,Procedure,SNOMED,225395003,AUMC Procedure Order,12770,Wondinspectie,1477,1477,APPROVED,EQUAL
37396812,Arterial catheter care management,Procedure,Procedure,SNOMED,716754001,AUMC Procedure Order,9287,Drukzak vernieuwen,69453,69453,APPROVED,INEXACT
44808553,Changing infusion set,Procedure,Procedure,SNOMED,859291000000102,AUMC Procedure Order,13849,Propofol infuuslijn verschonen,5303,5303,APPROVED,EQUAL
4221994,History taking,Procedure,Procedure,SNOMED,84100007,AUMC Procedure Order,9429,Anamnese afnemen,2491,2491,APPROVED,EQUAL
4299593,Infusion care management,Procedure,Procedure,SNOMED,385753001,AUMC Procedure Order,9288,Lijnen verschonen,14789,14789,APPROVED,EQUAL
4205539,Repositioning,Procedure,Procedure,SNOMED,308739004,AUMC Procedure Order,12771,Wisselligging,173160,173160,APPROVED,EQUAL
4014829,Consultation,Procedure,Procedure,SNOMED,11429006,AUMC Procedure Order,9312,Consult Orthopedisch chirurg,2,2,APPROVED,EQUAL
40480653,Assessment of consciousness level,Procedure,Procedure,SNOMED,444714004,AUMC Procedure Order,9432,Bewustzijn controle,266,266,APPROVED,EQUAL
4212473,Urine specimen collection,Procedure,Procedure,SNOMED,57617002,AUMC Procedure Order,12779,Urine afnemen,2243,2243,APPROVED,EQUAL
4014829,Consultation,Procedure,Procedure,SNOMED,11429006,AUMC Procedure Order,9313,Consult Diëtiste,71,71,APPROVED,EQUAL
4296385,Incident reporting,Observation,Procedure,SNOMED,386332000,AUMC Procedure Order,20161,Transport incidenten formulier invullen,59,59,APPROVED,EQUAL
4021519,Changing endotracheal tube tapes,Procedure,Procedure,SNOMED,225721001,AUMC Procedure Order,9289,Tubefixatie verschonen,8659,8659,APPROVED,EQUAL
4251737,Ventilator care management,Procedure,Procedure,SNOMED,410210009,AUMC Procedure Order,13932,Filter expiratie cassette verwisselen,29685,29685,APPROVED,INEXACT
4301678,Bladder training management,Procedure,Procedure,SNOMED,385969003,AUMC Procedure Order,9433,Blaastraining geven,82,82,APPROVED,EQUAL
37116894,Provision of pressure relieving mattress,Procedure,Procedure,SNOMED,733920005,AUMC Procedure Order,20196,Matras wisselen,10,10,APPROVED,EQUAL
4014829,Consultation,Procedure,Procedure,SNOMED,11429006,AUMC Procedure Order,9314,Consult Fysiotherapie,554,554,APPROVED,EQUAL
4295043,Nursing care coordination,Procedure,Procedure,SNOMED,385777007,AUMC Procedure Order,13954,VVA-score invullen,2238,2238,APPROVED,EQUAL
45760039,Suction system tubing,Device,Physical Object,SNOMED,465577001,AUMC Procedure Order,9290,24 uurs Gesloten uitzuigsysteem verschonen,243,243,APPROVED,EQUAL
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC Procedure Order,20255,Lengte meten  m.b.v. meetlint,1108,1108,APPROVED,UNMATCHED
0,No matching concept,Metadata,Undefined,None,No matching concept,AUMC Procedure Order,9434,Buikomvang meten,119,119,APPROVED,UNMATCHED
4014829,Consultation,Procedure,Procedure,SNOMED,11429006,AUMC Procedure Order,9316,Consult Dermatoloog,81,81,APPROVED,EQUAL
4014829,Consultation,Procedure,Procedure,SNOMED,11429006,AUMC Procedure Order,14136,Consult Revalidatie arts,32,32,APPROVED,EQUAL
4257959,Temperature taking assessment,Procedure,Procedure,SNOMED,410191000,AUMC Procedure Order,8545,Temperatuur opnemen,221,221,APPROVED,EQUAL
4220338,Weighing patient,Measurement,Procedure,SNOMED,39857003,AUMC Procedure Order,8228,Patiënt wegen,3373,3373,APPROVED,EQUAL
4014829,Consultation,Procedure,Procedure,SNOMED,11429006,AUMC Procedure Order,9317,Consult Oogarts,14,14,APPROVED,EQUAL
4218408,Collection of blood specimen for laboratory,Procedure,Procedure,SNOMED,82078001,AUMC Procedure Order,14208,Voriconazol spiegel afnemen,154,154,APPROVED,EQUAL
4299594,Intravenous care management,Procedure,Procedure,SNOMED,385756009,AUMC Procedure Order,8269,Infuus verschonen,16,16,APPROVED,EQUAL
45763862,Ultrasonography of urinary bladder for post-void residual volume,Procedure,Procedure,SNOMED,700387001,AUMC Procedure Order,14217,Bladderscan,441,441,APPROVED,EQUAL
44808528,Critical care pre-discharge assessment,Procedure,Procedure,SNOMED,858981000000103,AUMC Procedure Order,8548,Schrijven VPK ontslagrapport,32,32,APPROVED,EQUAL
4014829,Consultation,Procedure,Procedure,SNOMED,11429006,AUMC Procedure Order,9318,Consult Uroloog,14,14,APPROVED,EQUAL
4024509,Urine culture,Measurement,Procedure,SNOMED,117010004,AUMC Procedure Order,8418,Urinekweek afnemen,504,504,APPROVED,EQUAL
1761466,Staph aureus and MRSA screening panel - Specimen by Organism specific culture,Measurement,Lab Test,LOINC,100913-3,AUMC Procedure Order,8588,MRSA kweken afnemen,71,71,APPROVED,EQUAL
4294926,Infusion care assessment,Procedure,Procedure,SNOMED,385751004,AUMC Procedure Order,20271,Spuitpomp en Infuus controle op datum en tijd,13942,13942,APPROVED,INEXACT
4076776,Application of dressing to pressure injury,Procedure,Procedure,SNOMED,225144007,AUMC Procedure Order,14537,Decubitus-wondverzorging,1573,1573,APPROVED,EQUAL
4132738,Therapeutic phlebotomy,Procedure,Procedure,SNOMED,127606004,AUMC Procedure Order,8617,Aderlaten,8,8,APPROVED,EQUAL
4014829,Consultation,Procedure,Procedure,SNOMED,11429006,AUMC Procedure Order,9319,Consult Gynaecoloog,73,73,APPROVED,EQUAL
4306375,Preoperative disinfection of skin,Procedure,Procedure,SNOMED,38883000,AUMC Procedure Order,20285,Wassen met Hibiscrub,490,490,APPROVED,INEXACT
4221994,History taking,Procedure,Procedure,SNOMED,84100007,AUMC Procedure Order,8477,Afnemen vpk anamnse,17,17,APPROVED,EQUAL
4304476,Removal of catheter,Procedure,Procedure,SNOMED,103715008,AUMC Procedure Order,9183,Verwijderen Lijn/Catheter/Drain,482,482,APPROVED,EQUAL
3040827,Bacteria identified in Anal by Culture,Measurement,Lab Test,LOINC,52966-9,AUMC Procedure Order,9198,Rectumkweek afnemen,25,25,APPROVED,EQUAL
40484194,Assessment using assessment scale,Measurement,Procedure,SNOMED,445536008,AUMC Procedure Order,14610,Score bepalen en registreren,328,328,APPROVED,EQUAL
4013485,Replacement of nasogastric tube,Procedure,Procedure,SNOMED,112861000,AUMC Procedure Order,8490,Maagsonde vervangen,1266,1266,APPROVED,EQUAL
4107893,Blood culture,Measurement,Procedure,SNOMED,30088009,AUMC Procedure Order,9189,Bloedkweken afnemen,5439,5439,APPROVED,EQUAL
3003714,Bacteria identified in Wound by Culture,Measurement,Lab Test,LOINC,6462-6,AUMC Procedure Order,9200,Wondkweek afnemen,318,318,APPROVED,EQUAL
4062183,Replacement of urinary catheter,Procedure,Procedure,SNOMED,17006003,AUMC Procedure Order,8491,CAD vervangen,124,124,APPROVED,EQUAL
44806679,Pre-operative check,Procedure,Procedure,SNOMED,822371000000102,AUMC Procedure Order,20286,Passport  preoperatief invullen,64,64,APPROVED,EQUAL
4038867,Reality orientation,Procedure,Procedure,SNOMED,228547007,AUMC Procedure Order,14689,Start realiteitsoriëntatie,110,110,APPROVED,EQUAL
4039895,Measurement of cardiac output,Procedure,Procedure,SNOMED,117610000,AUMC Procedure Order,8502,Cardiac Output meten,189,189,APPROVED,EQUAL
44808091,Collection of catheter tip as specimen,Procedure,Procedure,SNOMED,839151000000103,AUMC Procedure Order,9190,Cathetertipkweek afnemen,645,645,APPROVED,EQUAL
3009986,Bacteria identified in Catheter tip by Culture,Measurement,Lab Test,LOINC,19128-8,AUMC Procedure Order,9190,Cathetertipkweek afnemen,645,645,APPROVED,EQUAL
3025037,Bacteria identified in Peritoneal fluid by Culture,Measurement,Lab Test,LOINC,619-7,AUMC Procedure Order,9202,Ascitesvochtkweek afnemen,43,43,APPROVED,EQUAL
4021018,Implementation of planned interventions,Procedure,Procedure,SNOMED,225304007,AUMC Procedure Order,14690,Dagprogramma,2418,2418,APPROVED,EQUAL
4021179,Neurological assessment,Procedure,Procedure,SNOMED,225398001,AUMC Procedure Order,8503,Neuro controles,31725,31725,APPROVED,EQUAL
45770076,Anticoagulant medication review,Procedure,Procedure,SNOMED,922731000000106,AUMC Procedure Order,20287,Preoperatief antistolling stoppen,46,46,APPROVED,EQUAL
3008334,Bacteria identified in Drain by Aerobe culture,Measurement,Lab Test,LOINC,607-2,AUMC Procedure Order,9191,Drainvochtkweek afnemen,205,205,APPROVED,EQUAL
4024958,Throat culture,Measurement,Procedure,SNOMED,117015009,AUMC Procedure Order,9203,Keelkweek afnemen,90,90,APPROVED,EQUAL
40480653,Assessment of consciousness level,Procedure,Procedure,SNOMED,444714004,AUMC Procedure Order,14692,Ramsay score bepalen,31,31,APPROVED,EQUAL
4057900,Plain X-ray abdomen,Procedure,Procedure,SNOMED,168702005,AUMC Procedure Order,8538,X-Buikoverzicht,96,96,APPROVED,EQUAL
37392597,Stool culture,Measurement,Observable Entity,SNOMED,1006101000000104,AUMC Procedure Order,9192,Faeceskweek afnemen,782,782,APPROVED,EQUAL
4024958,Throat culture,Measurement,Procedure,SNOMED,117015009,AUMC Procedure Order,9204,SDD-kweken afnemen,10483,10483,APPROVED,EQUAL
4015189,Microbial culture of sputum,Measurement,Procedure,SNOMED,104173009,AUMC Procedure Order,9204,SDD-kweken afnemen,10483,10483,APPROVED,EQUAL
