itemid,item,item_en,vocabulary_id,vocabulary_concept_code,vocabulary_concept_name,abbreviation,categoryid,category,category_en,ordercategoryid,ordercategory,islabresult,valueid,value,unitid,unit,ucum_code,low_normal_value,high_normal_value,expected_min_value,expected_max_value,table,count,count_validated
16948,SEPSIS_ADEQUAAT_BREEDSPECTRUM,,,,,SEPSIS_ADEQUAAT_BREEDSPECTRUM,703,Sepsis-screening,,,,0.0,2.0,Nee,,,,,,,,listitems,23,23.0
16949,SEPSIS_CENTRAAL_VENEUS,,,,,SEPSIS_CENTRAAL_VENEUS,703,Sepsis-screening,,,,0.0,1.0,Ja,,,,,,,,listitems,306,306.0
16949,SEPSIS_CENTRAAL_VENEUS,,,,,SEPSIS_CENTRAAL_VENEUS,703,Sepsis-screening,,,,0.0,2.0,Nee,,,,,,,,listitems,168,168.0
16949,SEPSIS_CENTRAAL_VENEUS,,,,,SEPSIS_CENTRAAL_VENEUS,703,Sepsis-screening,,,,0.0,3.0,N.V.T.,,,,,,,,listitems,45,45.0
16950,SEPSIS_GLUCOCORTICOIDEN,,,,,SEPSIS_GLUCOCORTICOIDEN,703,Sepsis-screening,,,,0.0,1.0,Ja,,,,,,,,listitems,336,336.0
16950,SEPSIS_GLUCOCORTICOIDEN,,,,,SEPSIS_GLUCOCORTICOIDEN,703,Sepsis-screening,,,,0.0,2.0,Nee,,,,,,,,listitems,79,79.0
16950,SEPSIS_GLUCOCORTICOIDEN,,,,,SEPSIS_GLUCOCORTICOIDEN,703,Sepsis-screening,,,,0.0,3.0,N.V.T.,,,,,,,,listitems,56,56.0
16951,SEPSIS_HYPOTENSIE,,,,,SEPSIS_HYPOTENSIE,703,Sepsis-screening,,,,0.0,1.0,Ja,,,,,,,,listitems,465,465.0
16951,SEPSIS_HYPOTENSIE,,,,,SEPSIS_HYPOTENSIE,703,Sepsis-screening,,,,0.0,2.0,Nee,,,,,,,,listitems,5,5.0
16951,SEPSIS_HYPOTENSIE,,,,,SEPSIS_HYPOTENSIE,703,Sepsis-screening,,,,0.0,3.0,N.V.T.,,,,,,,,listitems,5,5.0
16952,SEPSIS_INSULINE_THERAPIE,,,,,SEPSIS_INSULINE_THERAPIE,703,Sepsis-screening,,,,0.0,1.0,Ja,,,,,,,,listitems,282,282.0
16952,SEPSIS_INSULINE_THERAPIE,,,,,SEPSIS_INSULINE_THERAPIE,703,Sepsis-screening,,,,0.0,2.0,Nee,,,,,,,,listitems,60,60.0
16952,SEPSIS_INSULINE_THERAPIE,,,,,SEPSIS_INSULINE_THERAPIE,703,Sepsis-screening,,,,0.0,3.0,N.V.T.,,,,,,,,listitems,112,112.0
16953,SEPSIS_LACTAAT,,,,,SEPSIS_LACTAAT,703,Sepsis-screening,,,,0.0,1.0,Ja,,,,,,,,listitems,451,451.0
16953,SEPSIS_LACTAAT,,,,,SEPSIS_LACTAAT,703,Sepsis-screening,,,,0.0,2.0,Nee,,,,,,,,listitems,17,17.0
16953,SEPSIS_LACTAAT,,,,,SEPSIS_LACTAAT,703,Sepsis-screening,,,,0.0,3.0,N.V.T.,,,,,,,,listitems,6,6.0
16954,SEPSIS_LOCATIE_DIAGNOSE,,,,,SEPSIS_LOCATIE_DIAGNOSE,703,Sepsis-screening,,,,0.0,1.0,ICU,,,,,,,,listitems,199,199.0
16954,SEPSIS_LOCATIE_DIAGNOSE,,,,,SEPSIS_LOCATIE_DIAGNOSE,703,Sepsis-screening,,,,0.0,2.0,SEH,,,,,,,,listitems,242,242.0
16954,SEPSIS_LOCATIE_DIAGNOSE,,,,,SEPSIS_LOCATIE_DIAGNOSE,703,Sepsis-screening,,,,0.0,3.0,Verpleegafdeling,,,,,,,,listitems,271,271.0
16955,SEPSIS_NIEUWE_VERDENKING,,,,,SEPSIS_NIEUWE_VERDENKING,703,Sepsis-screening,,,,0.0,1.0,Ja,,,,,,,,listitems,820,820.0
16955,SEPSIS_NIEUWE_VERDENKING,,,,,SEPSIS_NIEUWE_VERDENKING,703,Sepsis-screening,,,,0.0,2.0,Nee,,,,,,,,listitems,355,355.0
16956,SEPSIS_ORGAAN_DYSFUNCTIE,,,,,SEPSIS_ORGAAN_DYSFUNCTIE,703,Sepsis-screening,,,,0.0,1.0,Ja,,,,,,,,listitems,613,613.0
16956,SEPSIS_ORGAAN_DYSFUNCTIE,,,,,SEPSIS_ORGAAN_DYSFUNCTIE,703,Sepsis-screening,,,,0.0,2.0,Nee,,,,,,,,listitems,318,318.0
16957,SEPSIS_PROTECTIEVE_VENTILATIE,,,,,SEPSIS_PROTECTIEVE_VENTILATIE,703,Sepsis-screening,,,,0.0,1.0,Ja,,,,,,,,listitems,309,309.0
16957,SEPSIS_PROTECTIEVE_VENTILATIE,,,,,SEPSIS_PROTECTIEVE_VENTILATIE,703,Sepsis-screening,,,,0.0,2.0,Nee,,,,,,,,listitems,25,25.0
16957,SEPSIS_PROTECTIEVE_VENTILATIE,,,,,SEPSIS_PROTECTIEVE_VENTILATIE,703,Sepsis-screening,,,,0.0,3.0,N.V.T.,,,,,,,,listitems,132,132.0
16958,SEPSIS_PROTEINE_C,,,,,SEPSIS_PROTEINE_C,703,Sepsis-screening,,,,0.0,2.0,Nee,,,,,,,,listitems,68,68.0
16958,SEPSIS_PROTEINE_C,,,,,SEPSIS_PROTEINE_C,703,Sepsis-screening,,,,0.0,3.0,N.V.T.,,,,,,,,listitems,75,75.0
16959,SEPSIS_SIRS,,,,,SEPSIS_SIRS,703,Sepsis-screening,,,,0.0,1.0,Ja,,,,,,,,listitems,808,808.0
16959,SEPSIS_SIRS,,,,,SEPSIS_SIRS,703,Sepsis-screening,,,,0.0,2.0,Nee,,,,,,,,listitems,224,224.0
16961,SEPSIS_TWEE_BLOEDKWEKEN,,,,,SEPSIS_TWEE_BLOEDKWEKEN,703,Sepsis-screening,,,,0.0,1.0,Ja,,,,,,,,listitems,499,499.0
16961,SEPSIS_TWEE_BLOEDKWEKEN,,,,,SEPSIS_TWEE_BLOEDKWEKEN,703,Sepsis-screening,,,,0.0,2.0,Nee,,,,,,,,listitems,54,54.0
16962,SEPSIS_VASOPRESSOREN,,,,,SEPSIS_VASOPRESSOREN,703,Sepsis-screening,,,,0.0,1.0,Ja,,,,,,,,listitems,543,543.0
16962,SEPSIS_VASOPRESSOREN,,,,,SEPSIS_VASOPRESSOREN,703,Sepsis-screening,,,,0.0,2.0,Nee,,,,,,,,listitems,84,84.0
16962,SEPSIS_VASOPRESSOREN,,,,,SEPSIS_VASOPRESSOREN,703,Sepsis-screening,,,,0.0,3.0,N.V.T.,,,,,,,,listitems,35,35.0
16963,Cinalcet (Mimpara),,,,,Cinalcet (Mimpara),268,Medicatie,,71.0,Niet iv Hormonen/Vitaminen/Mineralen,,,,,,,,,,,drugitems,33,
16993,NICE Herkomst,,,,,NICE Herkomst,705,NICE-Overig,,,,0.0,1.0,Operatiekamer vanaf verpleegafdeling zelfde ziekenhuis,,,,,,,,listitems,10,10.0
16993,NICE Herkomst,,,,,NICE Herkomst,705,NICE-Overig,,,,0.0,2.0,Operatiekamer vanaf Eerste Hulp afdeling zelfde ziekenhuis,,,,,,,,listitems,2,2.0
16993,NICE Herkomst,,,,,NICE Herkomst,705,NICE-Overig,,,,0.0,3.0,Eerste Hulp afdeling zelfde ziekenhuis,,,,,,,,listitems,47206,47206.0
16993,NICE Herkomst,,,,,NICE Herkomst,705,NICE-Overig,,,,0.0,4.0,Verpleegafdeling zelfde ziekenhuis,,,,,,,,listitems,62240,62240.0
16993,NICE Herkomst,,,,,NICE Herkomst,705,NICE-Overig,,,,0.0,5.0,CCU/IC zelfde ziekenhuis,,,,,,,,listitems,3812,3812.0
16993,NICE Herkomst,,,,,NICE Herkomst,705,NICE-Overig,,,,0.0,6.0,Recovery zelfde ziekenhuis (alleen bij niet geplande IC-opname),,,,,,,,listitems,3263,3263.0
16993,NICE Herkomst,,,,,NICE Herkomst,705,NICE-Overig,,,,0.0,7.0,Special/Medium care zelfde ziekenhuis,,,,,,,,listitems,1177,1177.0
16993,NICE Herkomst,,,,,NICE Herkomst,705,NICE-Overig,,,,0.0,10.0,Eerste Hulp afdeling ander ziekenhuis,,,,,,,,listitems,2260,2260.0
16993,NICE Herkomst,,,,,NICE Herkomst,705,NICE-Overig,,,,0.0,11.0,Verpleegafdeling ander ziekenhuis,,,,,,,,listitems,1700,1700.0
16993,NICE Herkomst,,,,,NICE Herkomst,705,NICE-Overig,,,,0.0,12.0,CCU/IC ander ziekenhuis,,,,,,,,listitems,5480,5480.0
16993,NICE Herkomst,,,,,NICE Herkomst,705,NICE-Overig,,,,0.0,13.0,Recovery ander ziekenhuis,,,,,,,,listitems,46,46.0
16993,NICE Herkomst,,,,,NICE Herkomst,705,NICE-Overig,,,,0.0,14.0,Special/Medium care ander ziekenhuis,,,,,,,,listitems,214,214.0
16993,NICE Herkomst,,,,,NICE Herkomst,705,NICE-Overig,,,,0.0,15.0,Huis,,,,,,,,listitems,1030,1030.0
16993,NICE Herkomst,,,,,NICE Herkomst,705,NICE-Overig,,,,0.0,16.0,Anders,,,,,,,,listitems,951,951.0
16993,NICE Herkomst,,,,,NICE Herkomst,705,NICE-Overig,,,,0.0,17.0,"Andere locatie zelfde ziekenhuis, transport per ambulance",,,,,,,,listitems,55,55.0
16995,NICE Opname type,,,,,NICE Opname type,705,NICE-Overig,,,,0.0,1.0,Medisch,,,,,,,,listitems,53799,53799.0
16995,NICE Opname type,,,,,NICE Opname type,705,NICE-Overig,,,,0.0,2.0,Spoed chirurgie,,,,,,,,listitems,21703,21703.0
16995,NICE Opname type,,,,,NICE Opname type,705,NICE-Overig,,,,0.0,3.0,Geplande chirurgie,,,,,,,,listitems,29795,29795.0
16995,NICE Opname type,,,,,NICE Opname type,705,NICE-Overig,,,,0.0,4.0,Overleden voor IC-opname,,,,,,,,listitems,2,2.0
16997,APACHE IV Groepen,,,,,APACHE IV Groepen,706,APACHE IV Diagnosen,,,,0.0,1.0,Non-operative cardiovascular,,,,,,,,listitems,2804,2804.0
16997,APACHE IV Groepen,,,,,APACHE IV Groepen,706,APACHE IV Diagnosen,,,,0.0,2.0,Non-operative Gastro-intestinal,,,,,,,,listitems,567,567.0
16997,APACHE IV Groepen,,,,,APACHE IV Groepen,706,APACHE IV Diagnosen,,,,0.0,3.0,Non-operative genitourinary,,,,,,,,listitems,213,213.0
16997,APACHE IV Groepen,,,,,APACHE IV Groepen,706,APACHE IV Diagnosen,,,,0.0,4.0,Non-operative hematological,,,,,,,,listitems,164,164.0
16997,APACHE IV Groepen,,,,,APACHE IV Groepen,706,APACHE IV Diagnosen,,,,0.0,5.0,Non-operative metabolic,,,,,,,,listitems,332,332.0
16997,APACHE IV Groepen,,,,,APACHE IV Groepen,706,APACHE IV Diagnosen,,,,0.0,6.0,Non-operative musculo-skeletal,,,,,,,,listitems,35,35.0
16997,APACHE IV Groepen,,,,,APACHE IV Groepen,706,APACHE IV Diagnosen,,,,0.0,7.0,Non-operative neurologic,,,,,,,,listitems,1359,1359.0
16997,APACHE IV Groepen,,,,,APACHE IV Groepen,706,APACHE IV Diagnosen,,,,0.0,8.0,Non-operative respiratory,,,,,,,,listitems,2151,2151.0
16997,APACHE IV Groepen,,,,,APACHE IV Groepen,706,APACHE IV Diagnosen,,,,0.0,9.0,Non-operative transplant,,,,,,,,listitems,8,8.0
16997,APACHE IV Groepen,,,,,APACHE IV Groepen,706,APACHE IV Diagnosen,,,,0.0,10.0,Non-operative trauma,,,,,,,,listitems,834,834.0
16997,APACHE IV Groepen,,,,,APACHE IV Groepen,706,APACHE IV Diagnosen,,,,0.0,11.0,Post-operative cardiovascular,,,,,,,,listitems,7563,7563.0
16997,APACHE IV Groepen,,,,,APACHE IV Groepen,706,APACHE IV Diagnosen,,,,0.0,12.0,Post-operative gastro-intestinal,,,,,,,,listitems,1413,1413.0
16997,APACHE IV Groepen,,,,,APACHE IV Groepen,706,APACHE IV Diagnosen,,,,0.0,13.0,Post-operative genitourinary,,,,,,,,listitems,250,250.0
16997,APACHE IV Groepen,,,,,APACHE IV Groepen,706,APACHE IV Diagnosen,,,,0.0,14.0,Post-operative hematology,,,,,,,,listitems,1,1.0
16997,APACHE IV Groepen,,,,,APACHE IV Groepen,706,APACHE IV Diagnosen,,,,0.0,15.0,Post-operative metabolic,,,,,,,,listitems,52,52.0
16997,APACHE IV Groepen,,,,,APACHE IV Groepen,706,APACHE IV Diagnosen,,,,0.0,16.0,Post-operative musculoskeletal /skin,,,,,,,,listitems,247,247.0
16997,APACHE IV Groepen,,,,,APACHE IV Groepen,706,APACHE IV Diagnosen,,,,0.0,17.0,Post-operative neurologic,,,,,,,,listitems,1961,1961.0
16997,APACHE IV Groepen,,,,,APACHE IV Groepen,706,APACHE IV Diagnosen,,,,0.0,18.0,Post-operative respiratory,,,,,,,,listitems,553,553.0
16997,APACHE IV Groepen,,,,,APACHE IV Groepen,706,APACHE IV Diagnosen,,,,0.0,19.0,Post-operative transplant,,,,,,,,listitems,353,353.0
16997,APACHE IV Groepen,,,,,APACHE IV Groepen,706,APACHE IV Diagnosen,,,,0.0,20.0,Post-operative trauma,,,,,,,,listitems,551,551.0
16998,APACHE IV Non-operative cardiovascular,,,,,APACHE IV Non-operative cardiovascular,706,APACHE IV Diagnosen,,,,0.0,1.0,Anaphylaxis,,,,,,,,listitems,16,16.0
16998,APACHE IV Non-operative cardiovascular,,,,,APACHE IV Non-operative cardiovascular,706,APACHE IV Diagnosen,,,,0.0,2.0,"Aneurysm, dissecting aortic",,,,,,,,listitems,65,65.0
16998,APACHE IV Non-operative cardiovascular,,,,,APACHE IV Non-operative cardiovascular,706,APACHE IV Diagnosen,,,,0.0,3.0,"Aneurysm/pseudoaneurysm, other",,,,,,,,listitems,17,17.0
16998,APACHE IV Non-operative cardiovascular,,,,,APACHE IV Non-operative cardiovascular,706,APACHE IV Diagnosen,,,,0.0,4.0,"Angina, stable (asymp or stable pattern of symptoms w/meds)",,,,,,,,listitems,6,6.0
16998,APACHE IV Non-operative cardiovascular,,,,,APACHE IV Non-operative cardiovascular,706,APACHE IV Diagnosen,,,,0.0,5.0,"Angina, unstable (angina interferes w/quality of life or meds are tolerated poorly)",,,,,,,,listitems,15,15.0
16998,APACHE IV Non-operative cardiovascular,,,,,APACHE IV Non-operative cardiovascular,706,APACHE IV Diagnosen,,,,0.0,6.0,Cardiac arrest (with or without respiratory arrest; ,,,,,,,,listitems,1088,1088.0
16998,APACHE IV Non-operative cardiovascular,,,,,APACHE IV Non-operative cardiovascular,706,APACHE IV Diagnosen,,,,0.0,7.0,Cardiomyopathy,,,,,,,,listitems,30,30.0
16998,APACHE IV Non-operative cardiovascular,,,,,APACHE IV Non-operative cardiovascular,706,APACHE IV Diagnosen,,,,0.0,8.0,"Cardiovascular medical, other",,,,,,,,listitems,36,36.0
16998,APACHE IV Non-operative cardiovascular,,,,,APACHE IV Non-operative cardiovascular,706,APACHE IV Diagnosen,,,,0.0,9.0,"Chest pain, atypical (noncardiac chest pain)",,,,,,,,listitems,1,1.0
16998,APACHE IV Non-operative cardiovascular,,,,,APACHE IV Non-operative cardiovascular,706,APACHE IV Diagnosen,,,,0.0,13.0,"Chest pain, unknown origin",,,,,,,,listitems,3,3.0
16998,APACHE IV Non-operative cardiovascular,,,,,APACHE IV Non-operative cardiovascular,706,APACHE IV Diagnosen,,,,0.0,14.0,"CHF, congestive heart failure",,,,,,,,listitems,286,286.0
16998,APACHE IV Non-operative cardiovascular,,,,,APACHE IV Non-operative cardiovascular,706,APACHE IV Diagnosen,,,,0.0,15.0,"Complications of previous open heart surgery (i.e. bleeding, infection etc.)",,,,,,,,listitems,12,12.0
16998,APACHE IV Non-operative cardiovascular,,,,,APACHE IV Non-operative cardiovascular,706,APACHE IV Diagnosen,,,,0.0,16.0,"Contusion, myocardial (include R/O)",,,,,,,,listitems,3,3.0
16998,APACHE IV Non-operative cardiovascular,,,,,APACHE IV Non-operative cardiovascular,706,APACHE IV Diagnosen,,,,0.0,17.0,"Effusion, pericardial",,,,,,,,listitems,2,2.0
16998,APACHE IV Non-operative cardiovascular,,,,,APACHE IV Non-operative cardiovascular,706,APACHE IV Diagnosen,,,,0.0,18.0,Endocarditis,,,,,,,,listitems,22,22.0
16998,APACHE IV Non-operative cardiovascular,,,,,APACHE IV Non-operative cardiovascular,706,APACHE IV Diagnosen,,,,0.0,19.0,Hematomas,,,,,,,,listitems,3,3.0
16998,APACHE IV Non-operative cardiovascular,,,,,APACHE IV Non-operative cardiovascular,706,APACHE IV Diagnosen,,,,0.0,20.0,Hemorrhage (for gastrointestinal bleeding -see GI system) (trauma: see Trauma),,,,,,,,listitems,44,44.0
16998,APACHE IV Non-operative cardiovascular,,,,,APACHE IV Non-operative cardiovascular,706,APACHE IV Diagnosen,,,,0.0,21.0,"Hypertension, uncontrolled (for cerebrovascular accident-see Neurological System)",,,,,,,,listitems,45,45.0
16998,APACHE IV Non-operative cardiovascular,,,,,APACHE IV Non-operative cardiovascular,706,APACHE IV Diagnosen,,,,0.0,22.0,Hypovolemia (including dehydration. Do NOT include shock,,,,,,,,listitems,21,21.0
16998,APACHE IV Non-operative cardiovascular,,,,,APACHE IV Non-operative cardiovascular,706,APACHE IV Diagnosen,,,,0.0,23.0,"Infarction, acute myocardial (MI), ANTERIOR",,,,,,,,listitems,48,48.0
16998,APACHE IV Non-operative cardiovascular,,,,,APACHE IV Non-operative cardiovascular,706,APACHE IV Diagnosen,,,,0.0,24.0,"Infarction, acute myocardial (MI), INFEROLATERAL",,,,,,,,listitems,36,36.0
16998,APACHE IV Non-operative cardiovascular,,,,,APACHE IV Non-operative cardiovascular,706,APACHE IV Diagnosen,,,,0.0,25.0,"Infarction, acute myocardial (MI), NON Q Wave",,,,,,,,listitems,9,9.0
16998,APACHE IV Non-operative cardiovascular,,,,,APACHE IV Non-operative cardiovascular,706,APACHE IV Diagnosen,,,,0.0,26.0,"Infarction, acute myocardial (MI), none of the above",,,,,,,,listitems,22,22.0
16998,APACHE IV Non-operative cardiovascular,,,,,APACHE IV Non-operative cardiovascular,706,APACHE IV Diagnosen,,,,0.0,27.0,MI admitted > 24hrs after onset of ischemia,,,,,,,,listitems,5,5.0
16998,APACHE IV Non-operative cardiovascular,,,,,APACHE IV Non-operative cardiovascular,706,APACHE IV Diagnosen,,,,0.0,28.0,"Monitoring, hemodynamic (pre-operative evaluation)",,,,,,,,listitems,6,6.0
16998,APACHE IV Non-operative cardiovascular,,,,,APACHE IV Non-operative cardiovascular,706,APACHE IV Diagnosen,,,,0.0,29.0,Papillary muscle rupture,,,,,,,,listitems,5,5.0
16998,APACHE IV Non-operative cardiovascular,,,,,APACHE IV Non-operative cardiovascular,706,APACHE IV Diagnosen,,,,0.0,31.0,"Rhythm disturbance (atrial, supraventricular)",,,,,,,,listitems,65,65.0
16998,APACHE IV Non-operative cardiovascular,,,,,APACHE IV Non-operative cardiovascular,706,APACHE IV Diagnosen,,,,0.0,32.0,Rhythm disturbance (conduction defect),,,,,,,,listitems,22,22.0
16998,APACHE IV Non-operative cardiovascular,,,,,APACHE IV Non-operative cardiovascular,706,APACHE IV Diagnosen,,,,0.0,33.0,Rhythm disturbance (ventricular),,,,,,,,listitems,64,64.0
16998,APACHE IV Non-operative cardiovascular,,,,,APACHE IV Non-operative cardiovascular,706,APACHE IV Diagnosen,,,,0.0,34.0,"Sepsis, cutaneous/soft tissue",,,,,,,,listitems,44,44.0
16998,APACHE IV Non-operative cardiovascular,,,,,APACHE IV Non-operative cardiovascular,706,APACHE IV Diagnosen,,,,0.0,35.0,"Sepsis, GI",,,,,,,,listitems,81,81.0
16998,APACHE IV Non-operative cardiovascular,,,,,APACHE IV Non-operative cardiovascular,706,APACHE IV Diagnosen,,,,0.0,36.0,"Sepsis, gynecologic",,,,,,,,listitems,1,1.0
16998,APACHE IV Non-operative cardiovascular,,,,,APACHE IV Non-operative cardiovascular,706,APACHE IV Diagnosen,,,,0.0,37.0,"Sepsis, other",,,,,,,,listitems,75,75.0
16998,APACHE IV Non-operative cardiovascular,,,,,APACHE IV Non-operative cardiovascular,706,APACHE IV Diagnosen,,,,0.0,38.0,"Sepsis, pulmonary",,,,,,,,listitems,83,83.0
16998,APACHE IV Non-operative cardiovascular,,,,,APACHE IV Non-operative cardiovascular,706,APACHE IV Diagnosen,,,,0.0,39.0,"Sepsis, renal/UTI (including bladder)",,,,,,,,listitems,79,79.0
16998,APACHE IV Non-operative cardiovascular,,,,,APACHE IV Non-operative cardiovascular,706,APACHE IV Diagnosen,,,,0.0,40.0,"Sepsis, unknown",,,,,,,,listitems,61,61.0
16998,APACHE IV Non-operative cardiovascular,,,,,APACHE IV Non-operative cardiovascular,706,APACHE IV Diagnosen,,,,0.0,41.0,"Shock, cardiogenic",,,,,,,,listitems,83,83.0
16998,APACHE IV Non-operative cardiovascular,,,,,APACHE IV Non-operative cardiovascular,706,APACHE IV Diagnosen,,,,0.0,42.0,"Tamponade, pericardial",,,,,,,,listitems,8,8.0
16998,APACHE IV Non-operative cardiovascular,,,,,APACHE IV Non-operative cardiovascular,706,APACHE IV Diagnosen,,,,0.0,43.0,"Thrombosis, vascular (deep vein)",,,,,,,,listitems,6,6.0
16998,APACHE IV Non-operative cardiovascular,,,,,APACHE IV Non-operative cardiovascular,706,APACHE IV Diagnosen,,,,0.0,44.0,"Thrombus,arterial",,,,,,,,listitems,37,37.0
16998,APACHE IV Non-operative cardiovascular,,,,,APACHE IV Non-operative cardiovascular,706,APACHE IV Diagnosen,,,,0.0,45.0,"Toxicity, drug (i.e., beta blockers, calcium channel blockers, etc)",,,,,,,,listitems,20,20.0
16998,APACHE IV Non-operative cardiovascular,,,,,APACHE IV Non-operative cardiovascular,706,APACHE IV Diagnosen,,,,0.0,46.0,"Vascular medical, other",,,,,,,,listitems,47,47.0
16999,APACHE IV Non-operative Gastro-intestinal,,,,,APACHE IV Non-operative Gastro-intestinal,706,APACHE IV Diagnosen,,,,0.0,1.0,Alcohol withdrawal,,,,,,,,listitems,1,1.0
16999,APACHE IV Non-operative Gastro-intestinal,,,,,APACHE IV Non-operative Gastro-intestinal,706,APACHE IV Diagnosen,,,,0.0,2.0,"Bleeding, GI from esophageal varices/portal hypertension",,,,,,,,listitems,33,33.0
16999,APACHE IV Non-operative Gastro-intestinal,,,,,APACHE IV Non-operative Gastro-intestinal,706,APACHE IV Diagnosen,,,,0.0,3.0,"Bleeding, GI-location unknown",,,,,,,,listitems,31,31.0
16999,APACHE IV Non-operative Gastro-intestinal,,,,,APACHE IV Non-operative Gastro-intestinal,706,APACHE IV Diagnosen,,,,0.0,4.0,"Bleeding, lower GI",,,,,,,,listitems,40,40.0
16999,APACHE IV Non-operative Gastro-intestinal,,,,,APACHE IV Non-operative Gastro-intestinal,706,APACHE IV Diagnosen,,,,0.0,5.0,"Bleeding, upper GI",,,,,,,,listitems,147,147.0
16999,APACHE IV Non-operative Gastro-intestinal,,,,,APACHE IV Non-operative Gastro-intestinal,706,APACHE IV Diagnosen,,,,0.0,6.0,"Cancer, colon/rectal",,,,,,,,listitems,17,17.0
16999,APACHE IV Non-operative Gastro-intestinal,,,,,APACHE IV Non-operative Gastro-intestinal,706,APACHE IV Diagnosen,,,,0.0,7.0,"Cancer, esophageal",,,,,,,,listitems,4,4.0
16999,APACHE IV Non-operative Gastro-intestinal,,,,,APACHE IV Non-operative Gastro-intestinal,706,APACHE IV Diagnosen,,,,0.0,8.0,"Cancer, other GI",,,,,,,,listitems,3,3.0
16999,APACHE IV Non-operative Gastro-intestinal,,,,,APACHE IV Non-operative Gastro-intestinal,706,APACHE IV Diagnosen,,,,0.0,10.0,"Cancer, stomach",,,,,,,,listitems,5,5.0
16999,APACHE IV Non-operative Gastro-intestinal,,,,,APACHE IV Non-operative Gastro-intestinal,706,APACHE IV Diagnosen,,,,0.0,11.0,Cholangitis,,,,,,,,listitems,14,14.0
16999,APACHE IV Non-operative Gastro-intestinal,,,,,APACHE IV Non-operative Gastro-intestinal,706,APACHE IV Diagnosen,,,,0.0,13.0,"Encephalopathy, hepatic",,,,,,,,listitems,6,6.0
16999,APACHE IV Non-operative Gastro-intestinal,,,,,APACHE IV Non-operative Gastro-intestinal,706,APACHE IV Diagnosen,,,,0.0,14.0,GI Abscess/cyst,,,,,,,,listitems,22,22.0
16999,APACHE IV Non-operative Gastro-intestinal,,,,,APACHE IV Non-operative Gastro-intestinal,706,APACHE IV Diagnosen,,,,0.0,15.0,"GI medical, other",,,,,,,,listitems,55,55.0
16999,APACHE IV Non-operative Gastro-intestinal,,,,,APACHE IV Non-operative Gastro-intestinal,706,APACHE IV Diagnosen,,,,0.0,16.0,GI Obstruction,,,,,,,,listitems,7,7.0
16999,APACHE IV Non-operative Gastro-intestinal,,,,,APACHE IV Non-operative Gastro-intestinal,706,APACHE IV Diagnosen,,,,0.0,17.0,GI Perforation/rupture,,,,,,,,listitems,50,50.0
16999,APACHE IV Non-operative Gastro-intestinal,,,,,APACHE IV Non-operative Gastro-intestinal,706,APACHE IV Diagnosen,,,,0.0,18.0,GI Vascular insufficiency,,,,,,,,listitems,7,7.0
16999,APACHE IV Non-operative Gastro-intestinal,,,,,APACHE IV Non-operative Gastro-intestinal,706,APACHE IV Diagnosen,,,,0.0,19.0,"Hemorrhage, intra/retroperitoneal",,,,,,,,listitems,11,11.0
16999,APACHE IV Non-operative Gastro-intestinal,,,,,APACHE IV Non-operative Gastro-intestinal,706,APACHE IV Diagnosen,,,,0.0,20.0,"Hepatic failure, acute",,,,,,,,listitems,24,24.0
16999,APACHE IV Non-operative Gastro-intestinal,,,,,APACHE IV Non-operative Gastro-intestinal,706,APACHE IV Diagnosen,,,,0.0,21.0,Inflammatory bowel disease,,,,,,,,listitems,6,6.0
16999,APACHE IV Non-operative Gastro-intestinal,,,,,APACHE IV Non-operative Gastro-intestinal,706,APACHE IV Diagnosen,,,,0.0,22.0,Pancreatitis,,,,,,,,listitems,41,41.0
16999,APACHE IV Non-operative Gastro-intestinal,,,,,APACHE IV Non-operative Gastro-intestinal,706,APACHE IV Diagnosen,,,,0.0,23.0,Peritonitis,,,,,,,,listitems,8,8.0
16999,APACHE IV Non-operative Gastro-intestinal,,,,,APACHE IV Non-operative Gastro-intestinal,706,APACHE IV Diagnosen,,,,0.0,24.0,"Ulcer disease, peptic",,,,,,,,listitems,1,1.0
17000,APACHE IV Non-operative genitourinary,,,,,APACHE IV Non-operative genitourinary,706,APACHE IV Diagnosen,,,,0.0,1.0,"Genitourinary medical, other",,,,,,,,listitems,30,30.0
17000,APACHE IV Non-operative genitourinary,,,,,APACHE IV Non-operative genitourinary,706,APACHE IV Diagnosen,,,,0.0,2.0,"Hemorrhage, postpartum (female)",,,,,,,,listitems,11,11.0
17000,APACHE IV Non-operative genitourinary,,,,,APACHE IV Non-operative genitourinary,706,APACHE IV Diagnosen,,,,0.0,4.0,Pre-eclampsia/eclampsia (female),,,,,,,,listitems,4,4.0
17000,APACHE IV Non-operative genitourinary,,,,,APACHE IV Non-operative genitourinary,706,APACHE IV Diagnosen,,,,0.0,5.0,Renal bleeding,,,,,,,,listitems,5,5.0
17000,APACHE IV Non-operative genitourinary,,,,,APACHE IV Non-operative genitourinary,706,APACHE IV Diagnosen,,,,0.0,6.0,"Renal failure, acute",,,,,,,,listitems,96,96.0
17000,APACHE IV Non-operative genitourinary,,,,,APACHE IV Non-operative genitourinary,706,APACHE IV Diagnosen,,,,0.0,7.0,Renal infection/abscess,,,,,,,,listitems,35,35.0
17000,APACHE IV Non-operative genitourinary,,,,,APACHE IV Non-operative genitourinary,706,APACHE IV Diagnosen,,,,0.0,8.0,"Renal neoplasm, cancer",,,,,,,,listitems,1,1.0
